combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,43,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4066791076164007,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,44,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.39470205566885425,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,45,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4038157762020174,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,46,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4101604227079133,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,47,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.3978023000680548,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,48,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.40365548916922694,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,49,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.40109491657730134,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,50,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4019989762019152,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,51,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.40761321028558234,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,52,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.40042075422620377,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,53,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.4091709101976973,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,54,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.40194729334089513,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",101,55,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-1000.0,-1000.0,0.0,-0.39660192934611976,
