label,combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,6,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44060070477401314,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,7,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4523488093042011,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,8,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.42582421360461425,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,9,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44854525117003036,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,10,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4538419567546097,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,11,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45743603419970796,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,12,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45417086323943373,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,13,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46361792371075156,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,14,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45723488990260547,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,15,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4627428774867095,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,16,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4541772987286143,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,17,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4378279270765463,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,18,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.43890507966259157,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,19,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45874704782433656,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,20,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45772384053329074,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,21,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4553233090574714,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,22,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4449553997629888,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,23,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44736751220514087,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,24,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44455610306099386,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,25,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4604623744103505,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,26,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45784475287133813,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,27,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4475256988950656,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,28,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44947674023484013,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,29,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45316621931110895,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,30,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45760242073108554,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,31,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.43962682113578333,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,32,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44843823175381853,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,33,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45054981804393973,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,34,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4655197899807653,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,35,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4551229449297442,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,36,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4614996472891189,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,37,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44351698057996497,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,38,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4520098153348692,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,39,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4509462065016128,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,40,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4701439015044049,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,41,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45442159901833473,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,42,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4598448817918481,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,43,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.43853826513275346,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,44,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4588286012872564,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,45,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45510033549494044,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,46,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4507137764661817,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,47,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.435595480602696,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,48,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4572388529106304,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,49,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4237641249365032,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,50,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4420757541490178,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,51,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4323427964966454,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,52,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4356955625538896,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,53,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4657084098546683,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,54,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4745222495658498,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,55,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44096410492274757,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,56,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45627668102520963,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,57,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46853067628879236,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,58,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46255252032340866,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,59,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46351530600807594,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,60,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4555087371488975,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,61,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4630062420576239,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,62,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4320103935960096,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,63,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44688745780620204,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,64,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4461659387856237,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,65,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4604379656544254,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,66,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46018498988506906,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,67,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45974604871399516,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,68,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4479857765435249,367.5
stable,"P=60|sigma=0.15|alpha=0.1|h=(4,)",55,69,60,0.15,0.1,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.42604389073429655,367.5
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,0,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4648951168146365,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,1,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4628894510910567,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,2,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4649906359575696,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,3,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4667460948301328,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,4,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45650797320350145,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,5,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4641911895187813,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,6,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45813902147257435,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,7,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4654294850390152,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,8,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44008585503048103,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,9,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4619192782931533,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,10,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4584821625651084,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,11,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47500914494087887,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,12,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4642164360826287,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,13,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47905671765848384,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,14,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46663210334293653,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,15,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4685654209010377,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,16,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4578247395153973,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,17,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4498825136276799,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,18,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4508246580773581,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,19,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47192970968752096,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,20,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46174500093094845,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,21,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46617646803396995,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,22,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4553745046461262,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,23,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.457758629179114,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,24,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4560359098698464,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,25,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46844814107960314,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,26,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.469457209146643,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,27,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4532931011910903,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,28,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.454698490652527,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,29,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47012055877379466,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,30,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4751138983491293,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,31,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45776478945170473,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,32,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4537581326372555,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,33,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.467309835992953,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,34,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4720838499712304,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,35,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46611168773458495,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,36,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4785468037632426,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,37,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4656213721106607,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,38,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46956976463524286,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,39,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.465097116889447,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,40,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.48161821647484737,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,41,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46833313285899947,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,42,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4697185919282226,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,43,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45210273664513634,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,44,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46757885223966533,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,45,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4627815245670914,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,46,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45867801878526354,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,47,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4529646413068575,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,48,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.459737495347276,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,49,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4498323837309196,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,50,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4500453072805657,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,51,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44879742796279093,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,52,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45376870008758213,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,53,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4712957788285962,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,54,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4783140940858477,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,55,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46204391718822896,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,56,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4670578669808884,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,57,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.48012116529815174,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,58,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46985182378778734,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,59,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4736267251204624,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,60,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4670567831085324,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,61,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46777737293617744,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,62,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.44417646195773003,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,63,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4565809410995196,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,64,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.46983035692149805,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,65,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.467049760407663,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,66,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47154640997643055,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,67,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47091183285298377,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,68,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4546958755231753,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",11,69,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4433103736375459,407.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,0,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.5015787634851233,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,1,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4718584912476466,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,2,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47351114282428036,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,3,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.47748815840267694,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,4,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4774578665936298,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,5,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4910814755610282,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,6,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4635931592614209,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,7,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4803344972653806,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,8,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.45830831891118706,397.4
two_layer,"P=60|sigma=0.1|alpha=0.15|h=(3, 2)",22,9,60,0.1,0.15,"(3, 2)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.49953430815137284,397.4
