seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
44,13,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-160.46666666666667,-133.53333333333333,1.0,0.5,87.5
44,14,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-140.13333333333333,-126.6,1.0,0.5,87.5
44,15,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-139.33333333333334,-118.4,1.0,0.5,87.5
44,16,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-139.2,-136.2,1.0,0.5,87.5
44,17,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.26666666666668,-129.53333333333333,1.0,0.5,87.5
44,18,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.4,-127.8,1.0,0.5,87.5
44,19,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.13333333333333,-120.6,1.0,0.5,87.5
44,20,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.53333333333333,-130.8,1.0,0.5,87.5
44,21,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.8,-122.46666666666667,1.0,0.5,87.5
44,22,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-144.73333333333332,-115.13333333333334,1.0,0.5,87.5
44,23,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.73333333333333,-116.93333333333334,1.0,0.5,87.5
44,24,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.53333333333333,-127.13333333333334,1.0,0.5,87.5
44,25,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.46666666666667,-118.8,1.0,0.5,87.5
44,26,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.8,-118.86666666666666,1.0,0.5,87.5
44,27,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.46666666666667,-121.06666666666666,1.0,0.5,87.5
44,28,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.13333333333334,-112.66666666666667,1.0,0.5,87.5
44,29,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.06666666666666,-117.73333333333333,1.0,0.5,87.5
44,30,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.73333333333332,-118.4,1.0,0.5,87.5
44,31,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.86666666666666,-116.6,1.0,0.5,87.5
44,32,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.93333333333334,-118.0,1.0,0.5,87.5
44,33,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.8,-115.86666666666666,1.0,0.5,87.5
44,34,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.13333333333334,-117.86666666666666,1.0,0.5,87.5
44,35,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-128.8,-115.33333333333333,1.0,0.5,87.5
44,36,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.53333333333333,-115.93333333333334,1.0,0.5,87.5
44,37,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-113.4,-116.13333333333334,1.0,0.5,87.5
44,38,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.53333333333333,-109.46666666666667,1.0,0.5,87.5
44,39,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-110.93333333333334,-117.73333333333333,1.0,0.5,87.5
44,40,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.26666666666667,-116.73333333333333,1.0,0.5,87.5
44,41,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.46666666666667,-116.93333333333334,1.0,0.5,87.5
44,42,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-124.8,-112.8,1.0,0.5,87.5
44,43,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.33333333333333,-109.6,1.0,0.5,87.5
44,44,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.53333333333333,-111.6,1.0,0.5,87.5
44,45,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.86666666666666,-116.06666666666666,1.0,0.5,87.5
44,46,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.0,-111.2,1.0,0.5,87.5
44,47,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.4,-114.26666666666667,1.0,0.5,87.5
44,48,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.93333333333334,-112.4,1.0,0.5,87.5
44,49,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-105.86666666666666,-112.2,1.0,0.5,87.5
44,50,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.86666666666666,-114.53333333333333,1.0,0.5,87.5
44,51,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.66666666666667,-111.73333333333333,1.0,0.5,87.5
44,52,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.06666666666666,-109.93333333333334,1.0,0.5,87.5
44,53,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-140.93333333333334,-110.0,1.0,0.5,87.5
44,54,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.6,-111.2,1.0,0.5,87.5
44,55,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.33333333333333,-112.26666666666667,1.0,0.5,87.5
44,56,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.86666666666666,-113.33333333333333,1.0,0.5,87.5
44,57,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.46666666666667,-108.33333333333333,1.0,0.5,87.5
44,58,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.33333333333333,-112.33333333333333,1.0,0.5,87.5
44,59,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.73333333333333,-108.4,1.0,0.5,87.5
44,60,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.53333333333333,-110.73333333333333,1.0,0.5,87.5
44,61,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.46666666666667,-110.13333333333334,1.0,0.5,87.5
44,62,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-105.46666666666667,-111.8,1.0,0.5,87.5
44,63,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.6,-104.73333333333333,1.0,0.5,87.5
44,64,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-111.0,-112.06666666666666,1.0,0.5,87.5
44,65,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-114.86666666666666,-108.86666666666666,1.0,0.5,87.5
44,66,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.73333333333333,-110.66666666666667,1.0,0.5,87.5
44,67,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-112.06666666666666,-104.06666666666666,1.0,0.5,87.5
44,68,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.26666666666667,-115.4,1.0,0.5,87.5
44,69,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-106.4,-109.6,1.0,0.5,87.5
55,0,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-838.9333333333333,-213.8,0.5333333333333333,0.20688130470363747,80.7
55,1,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-452.8666666666667,-188.33333333333334,1.0,0.5,80.7
55,2,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-304.6,-159.13333333333333,1.0,0.5,80.7
55,3,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-235.26666666666668,-188.0,1.0,0.5,80.7
55,4,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-213.73333333333332,-168.26666666666668,1.0,0.5,80.7
55,5,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-203.8,-138.86666666666667,1.0,0.5,80.7
55,6,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-175.33333333333334,-158.73333333333332,1.0,0.5,80.7
55,7,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-169.6,-148.73333333333332,1.0,0.5,80.7
55,8,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-156.86666666666667,-128.73333333333332,1.0,0.5,80.7
55,9,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-163.06666666666666,-141.13333333333333,1.0,0.5,80.7
55,10,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-149.8,-138.66666666666666,1.0,0.5,80.7
55,11,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-142.93333333333334,-127.6,1.0,0.5,80.7
55,12,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-146.13333333333333,-117.73333333333333,1.0,0.5,80.7
55,13,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-128.46666666666667,-121.4,1.0,0.5,80.7
55,14,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.73333333333333,-132.06666666666666,1.0,0.5,80.7
55,15,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-139.73333333333332,-130.26666666666668,1.0,0.5,80.7
55,16,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-139.73333333333332,-129.73333333333332,1.0,0.5,80.7
55,17,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-130.66666666666666,-118.0,1.0,0.5,80.7
55,18,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.93333333333334,-122.13333333333334,1.0,0.5,80.7
55,19,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-129.93333333333334,-127.0,1.0,0.5,80.7
55,20,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.6,-118.46666666666667,1.0,0.5,80.7
55,21,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-128.53333333333333,-123.26666666666667,1.0,0.5,80.7
55,22,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-147.26666666666668,-116.86666666666666,1.0,0.5,80.7
55,23,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.2,-118.86666666666666,1.0,0.5,80.7
55,24,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-130.06666666666666,-116.06666666666666,1.0,0.5,80.7
55,25,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-130.86666666666667,-117.93333333333334,1.0,0.5,80.7
55,26,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.73333333333333,-110.13333333333334,1.0,0.5,80.7
55,27,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.53333333333333,-121.73333333333333,1.0,0.5,80.7
55,28,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.0,-120.4,1.0,0.5,80.7
55,29,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-131.06666666666666,-110.33333333333333,1.0,0.5,80.7
55,30,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.13333333333334,-118.53333333333333,1.0,0.5,80.7
55,31,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-119.2,-113.13333333333334,1.0,0.5,80.7
55,32,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.13333333333334,-116.86666666666666,1.0,0.5,80.7
55,33,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.33333333333333,-113.06666666666666,1.0,0.5,80.7
55,34,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.2,-110.86666666666666,1.0,0.5,80.7
55,35,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-119.66666666666667,-114.93333333333334,1.0,0.5,80.7
55,36,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.06666666666666,-108.06666666666666,1.0,0.5,80.7
55,37,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.86666666666666,-109.86666666666666,1.0,0.5,80.7
55,38,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-114.93333333333334,-113.06666666666666,1.0,0.5,80.7
55,39,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.53333333333333,-114.6,1.0,0.5,80.7
55,40,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-136.66666666666666,-114.8,1.0,0.5,80.7
55,41,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.66666666666667,-115.86666666666666,1.0,0.5,80.7
55,42,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.8,-113.13333333333334,1.0,0.5,80.7
55,43,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-110.93333333333334,-113.26666666666667,1.0,0.5,80.7
55,44,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.73333333333333,-116.33333333333333,1.0,0.5,80.7
55,45,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.46666666666667,-111.53333333333333,1.0,0.5,80.7
55,46,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-111.8,-115.0,1.0,0.5,80.7
55,47,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-112.73333333333333,-113.2,1.0,0.5,80.7
55,48,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.0,-107.06666666666666,1.0,0.5,80.7
55,49,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.93333333333334,-112.2,1.0,0.5,80.7
55,50,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-111.46666666666667,-113.46666666666667,1.0,0.5,80.7
55,51,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-113.86666666666666,-110.0,1.0,0.5,80.7
55,52,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-113.13333333333334,-112.86666666666666,1.0,0.5,80.7
55,53,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-144.53333333333333,-113.4,1.0,0.5,80.7
55,54,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.06666666666666,-115.2,1.0,0.5,80.7
55,55,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-114.53333333333333,-115.8,1.0,0.5,80.7
55,56,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.66666666666667,-114.06666666666666,1.0,0.5,80.7
55,57,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-133.26666666666668,-117.0,1.0,0.5,80.7
55,58,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-114.66666666666667,-111.13333333333334,1.0,0.5,80.7
55,59,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.66666666666667,-108.26666666666667,1.0,0.5,80.7
55,60,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.2,-113.86666666666666,1.0,0.5,80.7
55,61,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-110.73333333333333,-112.13333333333334,1.0,0.5,80.7
55,62,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-104.8,-109.2,1.0,0.5,80.7
55,63,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.2,-105.2,1.0,0.5,80.7
55,64,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.0,-110.8,1.0,0.5,80.7
55,65,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.46666666666667,-110.2,1.0,0.5,80.7
55,66,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-112.8,-107.6,1.0,0.5,80.7
55,67,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-119.66666666666667,-111.46666666666667,1.0,0.5,80.7
55,68,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-112.93333333333334,-106.06666666666666,1.0,0.5,80.7
55,69,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-105.6,-112.8,1.0,0.5,80.7
66,0,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.4084207347659419,121.7
66,1,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.3499971403511638,121.7
66,2,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.3963187702166816,121.7
66,3,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.3751256083916797,121.7
66,4,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.3816353340506734,121.7
66,5,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-1000.0,0.0,-0.39618155991435156,121.7
66,6,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-770.0666666666667,0.0,-0.3691919251574843,121.7
66,7,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-718.8666666666667,0.0,-0.34215704137511804,121.7
66,8,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-458.6666666666667,0.0,-0.3194560032528565,121.7
66,9,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-277.8666666666667,0.0,-0.3267854787198006,121.7
66,10,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-248.46666666666667,0.0,-0.28154715052785856,121.7
66,11,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-200.8,0.0,-0.007479931557254553,121.7
66,12,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-592.9333333333333,-183.6,0.9333333333333333,0.4991831573395782,121.7
66,13,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-281.0,-179.6,1.0,0.5,121.7
66,14,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-209.73333333333332,-149.73333333333332,1.0,0.5,121.7
66,15,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-194.53333333333333,-158.53333333333333,1.0,0.5,121.7
66,16,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-191.2,-131.6,1.0,0.5,121.7
66,17,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-157.2,-137.86666666666667,1.0,0.5,121.7
66,18,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-172.8,-142.46666666666667,1.0,0.5,121.7
66,19,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-152.66666666666666,-133.86666666666667,1.0,0.5,121.7
66,20,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-136.2,-132.26666666666668,1.0,0.5,121.7
66,21,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-152.93333333333334,-132.06666666666666,1.0,0.5,121.7
66,22,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-159.33333333333334,-132.73333333333332,1.0,0.5,121.7
66,23,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-138.53333333333333,-134.73333333333332,1.0,0.5,121.7
66,24,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-150.66666666666666,-127.93333333333334,1.0,0.5,121.7
66,25,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-131.2,-126.46666666666667,1.0,0.5,121.7
66,26,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-138.06666666666666,-122.4,1.0,0.5,121.7
66,27,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.73333333333333,-133.8,1.0,0.5,121.7
66,28,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.2,-131.53333333333333,1.0,0.5,121.7
66,29,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-133.06666666666666,-122.13333333333334,1.0,0.5,121.7
66,30,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.46666666666667,-133.33333333333334,1.0,0.5,121.7
66,31,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.53333333333333,-122.8,1.0,0.5,121.7
66,32,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-145.53333333333333,-118.8,1.0,0.5,121.7
66,33,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.6,-118.93333333333334,1.0,0.5,121.7
66,34,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-133.6,-120.8,1.0,0.5,121.7
66,35,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.0,-109.86666666666666,1.0,0.5,121.7
66,36,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.46666666666667,-120.2,1.0,0.5,121.7
66,37,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.33333333333333,-117.46666666666667,1.0,0.5,121.7
66,38,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.2,-114.53333333333333,1.0,0.5,121.7
66,39,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.06666666666666,-117.26666666666667,1.0,0.5,121.7
66,40,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.66666666666667,-116.4,1.0,0.5,121.7
66,41,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.46666666666667,-117.53333333333333,1.0,0.5,121.7
66,42,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.73333333333333,-119.73333333333333,1.0,0.5,121.7
66,43,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.53333333333333,-117.86666666666666,1.0,0.5,121.7
66,44,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-137.26666666666668,-123.06666666666666,1.0,0.5,121.7
66,45,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.2,-111.26666666666667,1.0,0.5,121.7
66,46,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.26666666666667,-110.46666666666667,1.0,0.5,121.7
66,47,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.06666666666666,-113.26666666666667,1.0,0.5,121.7
66,48,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.13333333333334,-114.73333333333333,1.0,0.5,121.7
66,49,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.2,-116.13333333333334,1.0,0.5,121.7
66,50,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.26666666666667,-118.13333333333334,1.0,0.5,121.7
66,51,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.73333333333333,-118.4,1.0,0.5,121.7
66,52,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.06666666666666,-116.86666666666666,1.0,0.5,121.7
66,53,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-128.66666666666666,-110.46666666666667,1.0,0.5,121.7
66,54,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.66666666666667,-112.66666666666667,1.0,0.5,121.7
66,55,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.4,-115.0,1.0,0.5,121.7
66,56,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.66666666666667,-114.33333333333333,1.0,0.5,121.7
66,57,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-127.66666666666667,-110.53333333333333,1.0,0.5,121.7
66,58,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.06666666666666,-108.86666666666666,1.0,0.5,121.7
66,59,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-124.86666666666666,-111.93333333333334,1.0,0.5,121.7
66,60,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-113.06666666666666,-114.53333333333333,1.0,0.5,121.7
66,61,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.4,-107.66666666666667,1.0,0.5,121.7
66,62,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-109.66666666666667,-112.53333333333333,1.0,0.5,121.7
66,63,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-115.2,-112.93333333333334,1.0,0.5,121.7
66,64,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.0,-105.13333333333334,1.0,0.5,121.7
66,65,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-116.06666666666666,-116.0,1.0,0.5,121.7
66,66,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-113.73333333333333,-99.4,1.0,0.5,121.7
66,67,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.93333333333334,-109.4,1.0,0.5,121.7
66,68,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-118.13333333333334,-112.73333333333333,1.0,0.5,121.7
66,69,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-106.06666666666666,-112.2,1.0,0.5,121.7
77,0,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-956.6666666666666,0.0,-0.31983008821397513,92.6
77,1,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-241.93333333333334,0.0,-0.07717790778050125,92.6
77,2,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-1000.0,-177.8,0.0,0.22775889745029435,92.6
77,3,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-507.93333333333334,-167.8,0.9333333333333333,0.49590427984371,92.6
77,4,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-256.8,-155.73333333333332,1.0,0.5,92.6
77,5,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-187.86666666666667,-164.13333333333333,1.0,0.5,92.6
77,6,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-170.93333333333334,-135.66666666666666,1.0,0.5,92.6
77,7,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-181.2,-146.93333333333334,1.0,0.5,92.6
77,8,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-167.46666666666667,-144.13333333333333,1.0,0.5,92.6
77,9,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-149.6,-126.8,1.0,0.5,92.6
77,10,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-147.4,-130.46666666666667,1.0,0.5,92.6
77,11,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-154.2,-126.2,1.0,0.5,92.6
77,12,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-137.4,-121.13333333333334,1.0,0.5,92.6
77,13,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.0,-124.33333333333333,1.0,0.5,92.6
77,14,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-131.4,-114.73333333333333,1.0,0.5,92.6
77,15,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-131.13333333333333,-122.2,1.0,0.5,92.6
77,16,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-130.2,-117.93333333333334,1.0,0.5,92.6
77,17,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.33333333333333,-123.8,1.0,0.5,92.6
77,18,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.86666666666666,-120.26666666666667,1.0,0.5,92.6
77,19,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-125.06666666666666,-124.86666666666666,1.0,0.5,92.6
77,20,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-141.73333333333332,-126.13333333333334,1.0,0.5,92.6
77,21,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-135.0,-130.4,1.0,0.5,92.6
77,22,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-132.2,-126.73333333333333,1.0,0.5,92.6
77,23,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-126.66666666666667,-116.86666666666666,1.0,0.5,92.6
77,24,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-120.6,-119.26666666666667,1.0,0.5,92.6
77,25,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-117.13333333333334,-125.06666666666666,1.0,0.5,92.6
77,26,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-124.8,-118.2,1.0,0.5,92.6
77,27,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-121.53333333333333,-118.46666666666667,1.0,0.5,92.6
77,28,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-129.46666666666667,-111.73333333333333,1.0,0.5,92.6
77,29,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.66666666666667,-115.4,1.0,0.5,92.6
77,30,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-134.33333333333334,-123.13333333333334,1.0,0.5,92.6
77,31,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.33333333333333,-116.13333333333334,1.0,0.5,92.6
77,32,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-123.86666666666666,-112.33333333333333,1.0,0.5,92.6
77,33,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-122.13333333333334,-118.2,1.0,0.5,92.6
77,34,45,0.15,0.15,"(4,)",15,70,0.1,True,5,-135.13333333333333,-110.86666666666666,1.0,0.5,92.6
